user_id,Cluster
128949,Cluster 3
128952,Cluster 1
128953,Cluster 1
128954,Cluster 1
128958,Cluster 1
128963,Cluster 1
128964,Cluster 4
128965,Cluster 1
128966,Cluster 4
128967,Cluster 1
128968,Cluster 5
128969,Cluster 1
128971,Cluster 1
128972,Cluster 1
128974,Cluster 4
128975,Cluster 5
128979,Cluster 1
128980,Cluster 1
128981,Cluster 4
128982,Cluster 1
128986,Cluster 1
128987,Cluster 2
128990,Cluster 4
128993,Cluster 1
128994,Cluster 1
128995,Cluster 1
128996,Cluster 4
128999,Cluster 1
129001,Cluster 1
129007,Cluster 1
129008,Cluster 1
129010,Cluster 1
129012,Cluster 1
129014,Cluster 1
129016,Cluster 3
129017,Cluster 1
129018,Cluster 5
129019,Cluster 1
129020,Cluster 1
129021,Cluster 4
129022,Cluster 4
129024,Cluster 1
129026,Cluster 1
129027,Cluster 5
129028,Cluster 1
129029,Cluster 1
129032,Cluster 3
129035,Cluster 4
129037,Cluster 1
129039,Cluster 1
129043,Cluster 1
129046,Cluster 1
129048,Cluster 1
129050,Cluster 4
129053,Cluster 1
129055,Cluster 3
129056,Cluster 1
129057,Cluster 1
129058,Cluster 4
129060,Cluster 4
129061,Cluster 1
129062,Cluster 1
129063,Cluster 1
129064,Cluster 1
129066,Cluster 1
129067,Cluster 1
129068,Cluster 4
129071,Cluster 1
129072,Cluster 1
129073,Cluster 1
129074,Cluster 1
129075,Cluster 1
129077,Cluster 4
129081,Cluster 1
129083,Cluster 5
129085,Cluster 1
129087,Cluster 3
129088,Cluster 4
129089,Cluster 1
129091,Cluster 1
129092,Cluster 1
129093,Cluster 1
129094,Cluster 1
129098,Cluster 3
129102,Cluster 4
129103,Cluster 1
129106,Cluster 4
129107,Cluster 1
129108,Cluster 1
129111,Cluster 4
129114,Cluster 4
129117,Cluster 1
129121,Cluster 1
129123,Cluster 5
129124,Cluster 1
129125,Cluster 5
129128,Cluster 1
129129,Cluster 1
129138,Cluster 1
129140,Cluster 5
129142,Cluster 1
129147,Cluster 4
129148,Cluster 1
129156,Cluster 4
129159,Cluster 4
129162,Cluster 4
129164,Cluster 1
129165,Cluster 1
129166,Cluster 1
129168,Cluster 5
129170,Cluster 1
129171,Cluster 1
129172,Cluster 1
129174,Cluster 1
129179,Cluster 3
129181,Cluster 1
129182,Cluster 4
129185,Cluster 1
129186,Cluster 1
129190,Cluster 1
129191,Cluster 1
129193,Cluster 4
129194,Cluster 1
129196,Cluster 1
129197,Cluster 4
129198,Cluster 3
129200,Cluster 5
129202,Cluster 1
129203,Cluster 1
129204,Cluster 1
129205,Cluster 1
129207,Cluster 1
129208,Cluster 1
129209,Cluster 1
129215,Cluster 1
129217,Cluster 1
129218,Cluster 1
129220,Cluster 1
129221,Cluster 4
129223,Cluster 4
129224,Cluster 1
129227,Cluster 1
129228,Cluster 5
129229,Cluster 2
129230,Cluster 4
129235,Cluster 5
129237,Cluster 4
129238,Cluster 1
129240,Cluster 1
129241,Cluster 1
129245,Cluster 1
129246,Cluster 1
129247,Cluster 5
129248,Cluster 2
129250,Cluster 1
129251,Cluster 5
129255,Cluster 1
129256,Cluster 4
129258,Cluster 1
129259,Cluster 1
129260,Cluster 5
129262,Cluster 1
129263,Cluster 1
129264,Cluster 1
129266,Cluster 4
129267,Cluster 1
129268,Cluster 1
129270,Cluster 3
129273,Cluster 1
129277,Cluster 4
129279,Cluster 1
129280,Cluster 1
129281,Cluster 1
129282,Cluster 1
129285,Cluster 5
129286,Cluster 1
129287,Cluster 4
129288,Cluster 1
129289,Cluster 5
129290,Cluster 5
129291,Cluster 5
129293,Cluster 4
129297,Cluster 4
129299,Cluster 1
129300,Cluster 4
129303,Cluster 1
129304,Cluster 2
129306,Cluster 1
129307,Cluster 5
129309,Cluster 3
129310,Cluster 1
129312,Cluster 1
129313,Cluster 4
129315,Cluster 1
129316,Cluster 3
129318,Cluster 1
129320,Cluster 4
129321,Cluster 5
129323,Cluster 1
129324,Cluster 1
129332,Cluster 4
129335,Cluster 4
129337,Cluster 1
129338,Cluster 1
129341,Cluster 1
129343,Cluster 3
129344,Cluster 1
129348,Cluster 1
129350,Cluster 1
129355,Cluster 4
129359,Cluster 1
129360,Cluster 1
129362,Cluster 1
129364,Cluster 4
129366,Cluster 4
129367,Cluster 4
129368,Cluster 5
129369,Cluster 1
129371,Cluster 1
129372,Cluster 1
129377,Cluster 4
129378,Cluster 4
129379,Cluster 5
129380,Cluster 1
129386,Cluster 1
129387,Cluster 3
129388,Cluster 5
129390,Cluster 1
129391,Cluster 5
129392,Cluster 1
129393,Cluster 1
129396,Cluster 4
129397,Cluster 1
129398,Cluster 1
129404,Cluster 1
129408,Cluster 1
129410,Cluster 1
129412,Cluster 1
129414,Cluster 1
129415,Cluster 4
129416,Cluster 4
129419,Cluster 1
129421,Cluster 1
129424,Cluster 1
129426,Cluster 1
129429,Cluster 3
129430,Cluster 1
129433,Cluster 1
129434,Cluster 1
129435,Cluster 1
129436,Cluster 1
129438,Cluster 4
129448,Cluster 4
129450,Cluster 1
129455,Cluster 1
129457,Cluster 3
129458,Cluster 2
129459,Cluster 4
129461,Cluster 1
129462,Cluster 1
129463,Cluster 4
129465,Cluster 1
129470,Cluster 1
129471,Cluster 1
129474,Cluster 5
129475,Cluster 1
129477,Cluster 1
129479,Cluster 1
129481,Cluster 5
129483,Cluster 1
129485,Cluster 1
129486,Cluster 1
129487,Cluster 1
129488,Cluster 1
129489,Cluster 1
129493,Cluster 4
129496,Cluster 1
129497,Cluster 1
129500,Cluster 1
129501,Cluster 1
129502,Cluster 1
129507,Cluster 4
129511,Cluster 1
129512,Cluster 4
129513,Cluster 4
129516,Cluster 3
129518,Cluster 4
129521,Cluster 1
129522,Cluster 1
129531,Cluster 1
129533,Cluster 4
129534,Cluster 4
129538,Cluster 1
129539,Cluster 1
129542,Cluster 3
129548,Cluster 3
129550,Cluster 1
129551,Cluster 1
129556,Cluster 4
129562,Cluster 1
129563,Cluster 2
129565,Cluster 3
129566,Cluster 1
129567,Cluster 1
129568,Cluster 1
129571,Cluster 1
129573,Cluster 1
129574,Cluster 4
129575,Cluster 3
129577,Cluster 1
129579,Cluster 4
129580,Cluster 1
129582,Cluster 5
129589,Cluster 1
129592,Cluster 1
129593,Cluster 1
129594,Cluster 1
129598,Cluster 4
129599,Cluster 1
129600,Cluster 5
129603,Cluster 1
129605,Cluster 4
129606,Cluster 5
129607,Cluster 1
129609,Cluster 1
129611,Cluster 4
129612,Cluster 4
129614,Cluster 1
129615,Cluster 1
129616,Cluster 1
129619,Cluster 5
129621,Cluster 1
129622,Cluster 3
129624,Cluster 3
129625,Cluster 4
129630,Cluster 1
129639,Cluster 1
129640,Cluster 1
129642,Cluster 1
129643,Cluster 1
129646,Cluster 1
129647,Cluster 3
129648,Cluster 5
129650,Cluster 1
129652,Cluster 5
129654,Cluster 1
129655,Cluster 1
129657,Cluster 1
129659,Cluster 1
129660,Cluster 1
129662,Cluster 4
129663,Cluster 3
129664,Cluster 1
129665,Cluster 1
129667,Cluster 4
129668,Cluster 1
129673,Cluster 4
129676,Cluster 4
129678,Cluster 3
129679,Cluster 1
129681,Cluster 1
129683,Cluster 1
129685,Cluster 3
129686,Cluster 1
129689,Cluster 4
129690,Cluster 1
129691,Cluster 1
129693,Cluster 4
129694,Cluster 1
129696,Cluster 1
129697,Cluster 3
129698,Cluster 1
129701,Cluster 5
129703,Cluster 4
129705,Cluster 4
129707,Cluster 1
129711,Cluster 3
129712,Cluster 4
129713,Cluster 1
129714,Cluster 4
129717,Cluster 1
129718,Cluster 1
129722,Cluster 5
129726,Cluster 1
129731,Cluster 4
129732,Cluster 4
129733,Cluster 1
129734,Cluster 1
129736,Cluster 4
129741,Cluster 1
129742,Cluster 1
129744,Cluster 1
129745,Cluster 1
129747,Cluster 1
129748,Cluster 5
129749,Cluster 4
129751,Cluster 1
129755,Cluster 4
129756,Cluster 4
129757,Cluster 1
129758,Cluster 1
129759,Cluster 4
129760,Cluster 5
129761,Cluster 4
129762,Cluster 1
129764,Cluster 1
129766,Cluster 1
129767,Cluster 5
129768,Cluster 1
129769,Cluster 1
129770,Cluster 1
129772,Cluster 1
129773,Cluster 4
129774,Cluster 1
129775,Cluster 1
129776,Cluster 4
129777,Cluster 1
129779,Cluster 4
129783,Cluster 4
129784,Cluster 2
129785,Cluster 1
129786,Cluster 1
129787,Cluster 5
129788,Cluster 1
129790,Cluster 5
129791,Cluster 1
129792,Cluster 4
129793,Cluster 1
129795,Cluster 4
129796,Cluster 4
129802,Cluster 1
129807,Cluster 1
129809,Cluster 1
129810,Cluster 4
129813,Cluster 1
129819,Cluster 1
129820,Cluster 1
129823,Cluster 1
129824,Cluster 4
129825,Cluster 1
129826,Cluster 1
129830,Cluster 1
129832,Cluster 1
129833,Cluster 1
129834,Cluster 1
129837,Cluster 4
129838,Cluster 2
129840,Cluster 1
129841,Cluster 1
129843,Cluster 4
129845,Cluster 4
129846,Cluster 3
129847,Cluster 3
129849,Cluster 1
129851,Cluster 1
129852,Cluster 1
129853,Cluster 1
129859,Cluster 1
129861,Cluster 1
129862,Cluster 4
129864,Cluster 1
129867,Cluster 1
129868,Cluster 1
129869,Cluster 1
129871,Cluster 1
129872,Cluster 4
129876,Cluster 1
129880,Cluster 1
129887,Cluster 5
129889,Cluster 4
129890,Cluster 4
129896,Cluster 1
129897,Cluster 1
129898,Cluster 4
129902,Cluster 1
129903,Cluster 1
129904,Cluster 1
129906,Cluster 4
129907,Cluster 1
129909,Cluster 1
129910,Cluster 1
129913,Cluster 3
129915,Cluster 1
129919,Cluster 3
129921,Cluster 1
129926,Cluster 1
129927,Cluster 1
129928,Cluster 2
129930,Cluster 1
129931,Cluster 1
129934,Cluster 4
129937,Cluster 1
129938,Cluster 1
129940,Cluster 1
129941,Cluster 4
129947,Cluster 5
129948,Cluster 3
129951,Cluster 1
129952,Cluster 4
129956,Cluster 2
129957,Cluster 4
129962,Cluster 3
129964,Cluster 1
129965,Cluster 1
129966,Cluster 4
129969,Cluster 3
129970,Cluster 1
129971,Cluster 4
129972,Cluster 1
129973,Cluster 4
129974,Cluster 1
129975,Cluster 1
129979,Cluster 1
129982,Cluster 1
129984,Cluster 1
129985,Cluster 1
129987,Cluster 1
129991,Cluster 1
129994,Cluster 1
129995,Cluster 1
129996,Cluster 1
129998,Cluster 1
129999,Cluster 4
130001,Cluster 4
130002,Cluster 1
130003,Cluster 4
130004,Cluster 1
130006,Cluster 1
130009,Cluster 4
130012,Cluster 1
130014,Cluster 1
130015,Cluster 1
130016,Cluster 1
130019,Cluster 1
130020,Cluster 1
130021,Cluster 3
130022,Cluster 1
130023,Cluster 1
130025,Cluster 1
130026,Cluster 4
130027,Cluster 1
130028,Cluster 4
130032,Cluster 1
130033,Cluster 1
130035,Cluster 1
130036,Cluster 4
130037,Cluster 4
130043,Cluster 1
130044,Cluster 1
130045,Cluster 1
130046,Cluster 4
130047,Cluster 1
130050,Cluster 1
130051,Cluster 1
130052,Cluster 5
130054,Cluster 4
130057,Cluster 1
130060,Cluster 1
130062,Cluster 4
130064,Cluster 1
130065,Cluster 4
130066,Cluster 4
130067,Cluster 1
130073,Cluster 2
130074,Cluster 4
130076,Cluster 1
130078,Cluster 4
130079,Cluster 1
130080,Cluster 1
130082,Cluster 2
130083,Cluster 1
130084,Cluster 1
130085,Cluster 4
130089,Cluster 1
130090,Cluster 4
130094,Cluster 1
130096,Cluster 1
130097,Cluster 3
130098,Cluster 1
130099,Cluster 4
130100,Cluster 4
130102,Cluster 3
130105,Cluster 4
130107,Cluster 1
130109,Cluster 5
130110,Cluster 5
130111,Cluster 1
130115,Cluster 4
130116,Cluster 1
130122,Cluster 1
130124,Cluster 1
130125,Cluster 1
130126,Cluster 1
130127,Cluster 4
130129,Cluster 2
130130,Cluster 1
130131,Cluster 4
130132,Cluster 1
130134,Cluster 1
130135,Cluster 1
130136,Cluster 3
130137,Cluster 1
130140,Cluster 1
130142,Cluster 1
130143,Cluster 1
130144,Cluster 1
130145,Cluster 1
130147,Cluster 1
130151,Cluster 3
130152,Cluster 4
130153,Cluster 2
130154,Cluster 4
130155,Cluster 4
130157,Cluster 1
130158,Cluster 1
130164,Cluster 4
130168,Cluster 4
130169,Cluster 5
130170,Cluster 4
130172,Cluster 1
130174,Cluster 1
130175,Cluster 3
130176,Cluster 1
130178,Cluster 1
130179,Cluster 1
130181,Cluster 1
130182,Cluster 1
130187,Cluster 1
130188,Cluster 1
130189,Cluster 1
130191,Cluster 1
130193,Cluster 1
130194,Cluster 1
130196,Cluster 4
130197,Cluster 4
130198,Cluster 1
130199,Cluster 4
130201,Cluster 1
130204,Cluster 3
130205,Cluster 1
130206,Cluster 5
130207,Cluster 5
130208,Cluster 1
130210,Cluster 4
130211,Cluster 3
130212,Cluster 1
130213,Cluster 1
130214,Cluster 1
130218,Cluster 4
130220,Cluster 1
130223,Cluster 1
130225,Cluster 1
130229,Cluster 1
130231,Cluster 1
130233,Cluster 4
130236,Cluster 1
130238,Cluster 4
130242,Cluster 1
130243,Cluster 1
130244,Cluster 1
130245,Cluster 1
130246,Cluster 4
130250,Cluster 1
130251,Cluster 1
130254,Cluster 4
130255,Cluster 1
130256,Cluster 5
130258,Cluster 5
130260,Cluster 4
130264,Cluster 4
130267,Cluster 1
130268,Cluster 1
130271,Cluster 5
130273,Cluster 1
130276,Cluster 1
130277,Cluster 5
130279,Cluster 1
130280,Cluster 1
130282,Cluster 1
130284,Cluster 4
130286,Cluster 4
130287,Cluster 4
130288,Cluster 1
130290,Cluster 4
130292,Cluster 1
130293,Cluster 1
130294,Cluster 1
130296,Cluster 3
130298,Cluster 4
130299,Cluster 1
130300,Cluster 5
130301,Cluster 1
130304,Cluster 4
130305,Cluster 1
130307,Cluster 1
130310,Cluster 4
130312,Cluster 1
130313,Cluster 1
130317,Cluster 2
130318,Cluster 4
130322,Cluster 4
130324,Cluster 1
130325,Cluster 1
130326,Cluster 4
130327,Cluster 5
130329,Cluster 4
130330,Cluster 1
130331,Cluster 1
130332,Cluster 4
130335,Cluster 1
130336,Cluster 1
130337,Cluster 1
130338,Cluster 1
130340,Cluster 3
130341,Cluster 4
130342,Cluster 5
130344,Cluster 3
130345,Cluster 1
130348,Cluster 1
130349,Cluster 4
130352,Cluster 1
130353,Cluster 1
130354,Cluster 1
130356,Cluster 1
130358,Cluster 1
130359,Cluster 1
130360,Cluster 1
130362,Cluster 2
130369,Cluster 2
130370,Cluster 1
130372,Cluster 4
130375,Cluster 4
130378,Cluster 1
130379,Cluster 1
130382,Cluster 1
130387,Cluster 1
130390,Cluster 1
130393,Cluster 2
130395,Cluster 1
130396,Cluster 1
130397,Cluster 1
130402,Cluster 1
130403,Cluster 4
130405,Cluster 1
130407,Cluster 1
130408,Cluster 4
130410,Cluster 1
130411,Cluster 1
130412,Cluster 1
130416,Cluster 1
130417,Cluster 4
130418,Cluster 1
130419,Cluster 1
130421,Cluster 1
130422,Cluster 4
130423,Cluster 4
130424,Cluster 1
130427,Cluster 1
130428,Cluster 2
130430,Cluster 4
130434,Cluster 1
130435,Cluster 1
130438,Cluster 1
130441,Cluster 5
130443,Cluster 1
130445,Cluster 5
130447,Cluster 1
130450,Cluster 1
130453,Cluster 1
130457,Cluster 1
130459,Cluster 1
130460,Cluster 1
130461,Cluster 1
130463,Cluster 1
130464,Cluster 1
130465,Cluster 3
130466,Cluster 1
130467,Cluster 3
130470,Cluster 1
130471,Cluster 4
130472,Cluster 4
130473,Cluster 1
130474,Cluster 1
130475,Cluster 4
130476,Cluster 1
130481,Cluster 1
130482,Cluster 1
130483,Cluster 4
130484,Cluster 1
130486,Cluster 4
130487,Cluster 1
130491,Cluster 1
130494,Cluster 1
130497,Cluster 4
130498,Cluster 1
130500,Cluster 4
130501,Cluster 1
130503,Cluster 1
130504,Cluster 1
130506,Cluster 1
130509,Cluster 1
130510,Cluster 3
130512,Cluster 1
130517,Cluster 1
130521,Cluster 4
130523,Cluster 4
130527,Cluster 5
130529,Cluster 1
130530,Cluster 1
130531,Cluster 1
130534,Cluster 4
130536,Cluster 1
130537,Cluster 4
130538,Cluster 4
130539,Cluster 4
130540,Cluster 1
130543,Cluster 1
130545,Cluster 1
130546,Cluster 1
130548,Cluster 1
130552,Cluster 2
130555,Cluster 1
130557,Cluster 4
130559,Cluster 4
130560,Cluster 5
130561,Cluster 4
130562,Cluster 4
130564,Cluster 4
130565,Cluster 4
130566,Cluster 4
130569,Cluster 1
130570,Cluster 4
130571,Cluster 1
130573,Cluster 1
130574,Cluster 1
130575,Cluster 4
130579,Cluster 1
130582,Cluster 3
130583,Cluster 4
130584,Cluster 1
130586,Cluster 1
130587,Cluster 1
130592,Cluster 5
130593,Cluster 4
130595,Cluster 1
130597,Cluster 1
130598,Cluster 4
130599,Cluster 4
130600,Cluster 4
130603,Cluster 1
130604,Cluster 1
130606,Cluster 1
130607,Cluster 4
130610,Cluster 1
130611,Cluster 4
130612,Cluster 1
130613,Cluster 1
130614,Cluster 4
130616,Cluster 1
130617,Cluster 1
130619,Cluster 4
130620,Cluster 1
130622,Cluster 1
130623,Cluster 1
130630,Cluster 3
130632,Cluster 4
130633,Cluster 1
130639,Cluster 3
130641,Cluster 1
130642,Cluster 1
130643,Cluster 1
130644,Cluster 5
130646,Cluster 1
130648,Cluster 4
130651,Cluster 3
130655,Cluster 1
130657,Cluster 3
130659,Cluster 1
130662,Cluster 1
130665,Cluster 1
130667,Cluster 1
130668,Cluster 1
130669,Cluster 1
130674,Cluster 1
130675,Cluster 1
130676,Cluster 5
130677,Cluster 1
130678,Cluster 1
130680,Cluster 1
130683,Cluster 1
130684,Cluster 1
130685,Cluster 4
130687,Cluster 1
130688,Cluster 4
130691,Cluster 1
130692,Cluster 4
130694,Cluster 1
130695,Cluster 4
130696,Cluster 1
130699,Cluster 1
130700,Cluster 1
130703,Cluster 1
130708,Cluster 1
130709,Cluster 1
130710,Cluster 4
130712,Cluster 1
130714,Cluster 1
130715,Cluster 3
130717,Cluster 1
130718,Cluster 1
130719,Cluster 1
130722,Cluster 4
130723,Cluster 3
130726,Cluster 4
130727,Cluster 1
130729,Cluster 1
130731,Cluster 1
130732,Cluster 1
130733,Cluster 1
130735,Cluster 4
130736,Cluster 4
130737,Cluster 1
130738,Cluster 1
130739,Cluster 5
130740,Cluster 1
130741,Cluster 1
130743,Cluster 1
130744,Cluster 4
130745,Cluster 1
130746,Cluster 3
130747,Cluster 1
130748,Cluster 1
130749,Cluster 4
130750,Cluster 1
130751,Cluster 1
130753,Cluster 4
130755,Cluster 1
130757,Cluster 1
130759,Cluster 1
130762,Cluster 3
130765,Cluster 4
130766,Cluster 1
130772,Cluster 4
130773,Cluster 1
130777,Cluster 1
130778,Cluster 1
130779,Cluster 1
130781,Cluster 1
130782,Cluster 4
130783,Cluster 4
130784,Cluster 1
130787,Cluster 1
130789,Cluster 4
130791,Cluster 4
130792,Cluster 3
130794,Cluster 1
130801,Cluster 1
130802,Cluster 2
130804,Cluster 4
130805,Cluster 1
130806,Cluster 5
130808,Cluster 1
130809,Cluster 2
130812,Cluster 1
130821,Cluster 5
130824,Cluster 1
130825,Cluster 4
130826,Cluster 1
130828,Cluster 1
130832,Cluster 1
130837,Cluster 1
130841,Cluster 1
130842,Cluster 1
130851,Cluster 1
130853,Cluster 1
130855,Cluster 1
130857,Cluster 1
130860,Cluster 1
130863,Cluster 1
130864,Cluster 1
130866,Cluster 1
130871,Cluster 4
130872,Cluster 1
130875,Cluster 1
130876,Cluster 1
130878,Cluster 1
130879,Cluster 4
130881,Cluster 1
130883,Cluster 1
130887,Cluster 1
130889,Cluster 1
130890,Cluster 1
130892,Cluster 5
130893,Cluster 1
130894,Cluster 1
130895,Cluster 4
130897,Cluster 1
130898,Cluster 1
130901,Cluster 1
130902,Cluster 1
130903,Cluster 5
130906,Cluster 3
130908,Cluster 1
130911,Cluster 1
130912,Cluster 1
130913,Cluster 1
130914,Cluster 5
130915,Cluster 4
130919,Cluster 4
130921,Cluster 4
130926,Cluster 1
130929,Cluster 2
130931,Cluster 1
130932,Cluster 4
130933,Cluster 1
130934,Cluster 4
130935,Cluster 1
130936,Cluster 1
130937,Cluster 4
130938,Cluster 1
130939,Cluster 1
130942,Cluster 1
130944,Cluster 4
130947,Cluster 4
130948,Cluster 1
130954,Cluster 1
130955,Cluster 5
130958,Cluster 2
130965,Cluster 1
130967,Cluster 1
130969,Cluster 1
130971,Cluster 1
130978,Cluster 4
130979,Cluster 1
130980,Cluster 1
130982,Cluster 4
130985,Cluster 1
130986,Cluster 5
130987,Cluster 4
130988,Cluster 5
130989,Cluster 5
130992,Cluster 4
130993,Cluster 4
130994,Cluster 1
130995,Cluster 1
131001,Cluster 1
131003,Cluster 1
131005,Cluster 1
131006,Cluster 4
131008,Cluster 3
131010,Cluster 1
131012,Cluster 1
131013,Cluster 1
131014,Cluster 3
131016,Cluster 1
131020,Cluster 1
131022,Cluster 3
131025,Cluster 1
131031,Cluster 1
131032,Cluster 1
131033,Cluster 4
131034,Cluster 1
131035,Cluster 4
131036,Cluster 5
131038,Cluster 1
131039,Cluster 1
131043,Cluster 1
131044,Cluster 1
131048,Cluster 4
131050,Cluster 5
131057,Cluster 3
131058,Cluster 1
131059,Cluster 1
131060,Cluster 1
131063,Cluster 1
131064,Cluster 4
131072,Cluster 1
131073,Cluster 1
131074,Cluster 1
131075,Cluster 4
131076,Cluster 1
131080,Cluster 5
131082,Cluster 3
131083,Cluster 1
131086,Cluster 4
131087,Cluster 1
131089,Cluster 4
131090,Cluster 1
131091,Cluster 3
131092,Cluster 1
131093,Cluster 2
131094,Cluster 1
131095,Cluster 1
131096,Cluster 1
131098,Cluster 4
131099,Cluster 1
131104,Cluster 1
131106,Cluster 3
131107,Cluster 1
131110,Cluster 1
131112,Cluster 1
131113,Cluster 4
131115,Cluster 1
131116,Cluster 1
131119,Cluster 3
131123,Cluster 1
131125,Cluster 1
131131,Cluster 1
131133,Cluster 1
131134,Cluster 3
131136,Cluster 3
131142,Cluster 1
131144,Cluster 4
131152,Cluster 1
131154,Cluster 1
131155,Cluster 1
131156,Cluster 1
131157,Cluster 1
131159,Cluster 4
131161,Cluster 1
131165,Cluster 1
131166,Cluster 4
131167,Cluster 1
131168,Cluster 5
131169,Cluster 1
131170,Cluster 1
131171,Cluster 4
131172,Cluster 1
131175,Cluster 5
131176,Cluster 2
131180,Cluster 1
131181,Cluster 2
131184,Cluster 1
131187,Cluster 4
131188,Cluster 1
131189,Cluster 5
131191,Cluster 1
131193,Cluster 1
131195,Cluster 4
131197,Cluster 1
131199,Cluster 1
131200,Cluster 3
131201,Cluster 4
131202,Cluster 4
131203,Cluster 1
131206,Cluster 4
131207,Cluster 4
131208,Cluster 1
131210,Cluster 5
131212,Cluster 5
131216,Cluster 1
131218,Cluster 1
131220,Cluster 1
131221,Cluster 1
131223,Cluster 1
131225,Cluster 4
131226,Cluster 5
131234,Cluster 1
131235,Cluster 1
131239,Cluster 4
131241,Cluster 1
131245,Cluster 1
131246,Cluster 3
131247,Cluster 1
131248,Cluster 1
131249,Cluster 1
131250,Cluster 1
131251,Cluster 1
131255,Cluster 1
131257,Cluster 1
131258,Cluster 1
131260,Cluster 4
131261,Cluster 4
131262,Cluster 1
131263,Cluster 4
131264,Cluster 5
131266,Cluster 1
131268,Cluster 4
131273,Cluster 1
131276,Cluster 1
131277,Cluster 1
131279,Cluster 1
131281,Cluster 1
131285,Cluster 1
131287,Cluster 1
131290,Cluster 4
131292,Cluster 1
131297,Cluster 1
131298,Cluster 4
131300,Cluster 1
131301,Cluster 4
131304,Cluster 1
131305,Cluster 4
131308,Cluster 4
131310,Cluster 1
131311,Cluster 4
131315,Cluster 1
131318,Cluster 1
131326,Cluster 1
131329,Cluster 3
131330,Cluster 1
131332,Cluster 1
131336,Cluster 1
131339,Cluster 1
131340,Cluster 4
131345,Cluster 1
131350,Cluster 1
131352,Cluster 1
131356,Cluster 1
131357,Cluster 4
131359,Cluster 4
131361,Cluster 1
131362,Cluster 1
131363,Cluster 4
131368,Cluster 5
131369,Cluster 1
131370,Cluster 1
131371,Cluster 1
131372,Cluster 1
131373,Cluster 1
131376,Cluster 4
131377,Cluster 5
131378,Cluster 1
131379,Cluster 4
131382,Cluster 4
131383,Cluster 1
131384,Cluster 1
131385,Cluster 2
131387,Cluster 1
131389,Cluster 1
131391,Cluster 1
131396,Cluster 1
131400,Cluster 4
131401,Cluster 4
131403,Cluster 1
131406,Cluster 1
131407,Cluster 1
131411,Cluster 3
131415,Cluster 1
131416,Cluster 5
131418,Cluster 1
131420,Cluster 1
131421,Cluster 1
131422,Cluster 4
131424,Cluster 1
131425,Cluster 1
131426,Cluster 2
131427,Cluster 4
131429,Cluster 4
131431,Cluster 4
131432,Cluster 2
131433,Cluster 4
131434,Cluster 1
131438,Cluster 1
131439,Cluster 1
131440,Cluster 4
131442,Cluster 4
131443,Cluster 1
131445,Cluster 1
131446,Cluster 4
131447,Cluster 1
131448,Cluster 1
131449,Cluster 1
131451,Cluster 5
131452,Cluster 1
131455,Cluster 1
131456,Cluster 1
131457,Cluster 5
131458,Cluster 1
131459,Cluster 1
131460,Cluster 1
131462,Cluster 1
131464,Cluster 1
131466,Cluster 1
131470,Cluster 1
131474,Cluster 1
131475,Cluster 1
131476,Cluster 2
131479,Cluster 1
131480,Cluster 1
131481,Cluster 1
131488,Cluster 1
131490,Cluster 1
131492,Cluster 1
131493,Cluster 1
131495,Cluster 1
131497,Cluster 5
131498,Cluster 5
131499,Cluster 1
131500,Cluster 1
131501,Cluster 4
131502,Cluster 1
131504,Cluster 1
131505,Cluster 4
131506,Cluster 1
131508,Cluster 1
131509,Cluster 1
131512,Cluster 1
131515,Cluster 1
131516,Cluster 1
131517,Cluster 1
131520,Cluster 4
131522,Cluster 3
131523,Cluster 1
131524,Cluster 4
131526,Cluster 4
131528,Cluster 1
131529,Cluster 5
131530,Cluster 1
131531,Cluster 5
131533,Cluster 1
131534,Cluster 1
131535,Cluster 1
131538,Cluster 1
131539,Cluster 1
131545,Cluster 1
131546,Cluster 1
131547,Cluster 1
131551,Cluster 3
131552,Cluster 4
131562,Cluster 1
131563,Cluster 1
131564,Cluster 1
131565,Cluster 3
131566,Cluster 5
131567,Cluster 5
131568,Cluster 1
131569,Cluster 1
131574,Cluster 1
131575,Cluster 4
131578,Cluster 1
131579,Cluster 1
131581,Cluster 1
131583,Cluster 1
131585,Cluster 5
131586,Cluster 1
131587,Cluster 1
131588,Cluster 1
131589,Cluster 5
131593,Cluster 1
131595,Cluster 1
131601,Cluster 1
131604,Cluster 1
131610,Cluster 3
131611,Cluster 1
131613,Cluster 1
131615,Cluster 1
131616,Cluster 5
131618,Cluster 1
131619,Cluster 1
131620,Cluster 1
131623,Cluster 4
131626,Cluster 5
131628,Cluster 4
131632,Cluster 1
131633,Cluster 1
131634,Cluster 1
131638,Cluster 1
131643,Cluster 1
131644,Cluster 4
131646,Cluster 4
131652,Cluster 1
131656,Cluster 3
131658,Cluster 1
131663,Cluster 1
131664,Cluster 1
131668,Cluster 4
131669,Cluster 1
131670,Cluster 1
131671,Cluster 1
131674,Cluster 1
131677,Cluster 1
131678,Cluster 4
131681,Cluster 5
131685,Cluster 1
131686,Cluster 1
131688,Cluster 4
131691,Cluster 1
131692,Cluster 3
131694,Cluster 1
131695,Cluster 1
131696,Cluster 1
131697,Cluster 1
131698,Cluster 4
131699,Cluster 1
131705,Cluster 1
131706,Cluster 5
131707,Cluster 1
131709,Cluster 3
131710,Cluster 1
131714,Cluster 1
131715,Cluster 1
131718,Cluster 1
131725,Cluster 5
131726,Cluster 5
131730,Cluster 1
131733,Cluster 1
131734,Cluster 4
131735,Cluster 1
